ID;Grupo Funcional;Función química ;Nombre_Sustrato;Formula_Sustrato;PM_Sustrato;PE_Sustrato °C;Incertidumbre PE;Densidad_Sustrato  g/cm³;Incertidumbre densidad;pKa_Sustrato;Incertidumbre Pka;LD50_Sustrato mg /kg;Nombre_Reactivo 1;Fórmula Molecular 1;Nombre_Reactivo 2;Fórmula Molecular 2;Nombre_Reactivo 3;Fórmula Molecular 3;Nombre_Catalizador 1;Catalizador 1;Nombre_Catalizador 2;Catalizador 2;Nombre_Catalizador 3;Catalizador 3;Nombre_Catalizador 4;Catalizador 4;Nombre_Solvente 1;Formula Solvente 1;Nombre_Solvente 2;Formula Solvente 2;Nombre_Solvente 3;Formula Solvente 3;Temperatura;Nombre_Medio;Medio;Nombre_Producto;Formula_Producto;PM_Producto;PE_Producto;Incertidumbre PE;Densidad_Producto;Incertidumbre densidad;pKa_Producto;Incertidumbre Pka;LD50_Producto Mamifero mg /kg;Tipo_Reaccion;Nombre_Reaccion;
EST38;Ésteres;–COOR;Etanoato de bencilo;C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;0;0;"	
Ácido sulfúrico";H2SO4;0.00;0.00;"	
Carbonato de potasio";K2CO3;hidróxido de sodio;NaOH;bromuro de tetrabutilamonio;C16H36BrN;0.00;0.00;Tetrahidrofurano ;C4H8O;Agua;H2O;0.00;0.00;0.00;Ácido sulfúrico / Hidróxido de sodio;Básico;2- Ácido propenoico. 3- fenil- . éster metílico de fenilo (9CI. ACI);C16H14O2;238.28;229.00;0.00;1.11;0.00;0.00;0.00;0.00;Condensación;Reacciones de tipo aldólico entre derivados de ácidos carboxílicos o compuestos con hidrógeno activo y aldehídos. cetonas. tiocetonas o aldiminas.;
EST44;Ésteres;–COOR;Etanoato de octilo;C10H20O2;172.26;121.50;0.00;0.00;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Medio Neutro (Sin reactivos reportados);Neutro;1- Octeno (8CI. 9CI. ACI);C8H16;112.21;121.20;0.00;0.71;0.00;7.00;0.00;0.00;Eliminación;Pirólisis/Eliminación de ácidos carboxílicos y ésteres;
EST45;Ésteres;–COOR;Butanoato de etilo;C6​H12​O2​;116.16;120.50;0.00;0.88;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;"	
lipasa de triacilglicerol";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Lipasa de triacilglicerol;Neutro ;Ácido butanoico. éster etílico (9CI. ACI);C6H12O2;116.16;120.50;0.00;0.88;0.00;7.00;0.00;0.00;Sustitución;Esterificación de ácidos carboxílicos;
EST46;Ésteres;–COOR;Salicilato de metilo;C8H802;152.15;222.00;0.00;1.18;0.00;9.90;0.00;2100.00;0;0;0.00;0.00;0.00;0.00;"	
Carbonato de potasio";K2CO3;0.00;0.00;0.00;0.00;0.00;0.00;CicloHexano;C6H12;0.00;0.00;0.00;0.00;0.00;Carbonato de potasio;Básico;Ácido benzoico. éster 2- hidroxi- . 3.3.5 - trimetilciclohexílico (9CI. ACI);C16H22O3;262.34;165.00;0.00;1.05;0.00;7.75;0.00;0.00;Sustitución;Transferencia de Diazo de Regitz;
EST50;Ésteres;–COOR;Metanoato de etilo;C3H6O2;74.08;54.50;0.00;0.92;0.00;4.80;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	formiato de etilo";C3H6O;0.00;0.00;0.00;0.00;0.00;Formiato de etilo (Autorreactivo);Neutro;Formamida.norte- [2- metil- 6- (1H- pirrol- 1- il) fenil];C12H12N2O;200.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Condensación;Acilación de nucleófilos de nitrógeno por ácidos carboxílicos;
EST57;Ésteres;–COOR;Antranilato de metilo;C8H9NO2;151.16;256.00;0.00;1.17;0.00;2.23;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Medio Neutro (Sin reactivos reportados);Neutro;Ácido benzoico. 2 -[( 3- metil- 1- oxobutil) amino] - . éster metílico (9CI. ACI);C13H17NO3;235.28;399.95;25.00;1.12;0.06;14.51;0.70;0.00;Condensación;Acilación de nucleófilos de nitrógeno mediante haluros de acilo/tioacilo/carbamoilo y análogos.;
EST07;Ésteres;–COOR;Antranilato de metilo;C8H9NO2;151.16;256.00;0.00;1.17;0.00;2.23;0.00;0.00; hidróxido de litio;LiOH;0.00;0.00;ácido clorhídrico;HCL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;rofurano tetrahidro;C4H8O;Agua;H2O;0.00;0.00;60.00;Hidróxido de litio / Ácido clorhídrico;Básico;2-(5-metil-1H-indol-3-carboxamido)benzoato de metilo;C18H16N2O3;308.33;444.82;35.00;1.31;0.06;13.44;0.70;0.00;Condensación;enlace amida/acoplamiento peptídico;
EST31;Ésteres;–COOR;Butanoato de metilo;C3H10O2;102.13;102.80;0.00;0.90;0.00;7.00;0.00;0.00;"	
(dimetilsulfuro) trihidr oboro";C2H9BS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2- Metiltetrahidrofurano;C5H10O;0.00;0.00;0.00;0.00;90.00;Complejo borano-dimetilsulfuro;Ácido ;Butan-1-ol;C4H10O;74.12;117.70;0.00;0.81;0.00;16.10;0.00;0.00;Óxido-Reducción;Reducción de ésteres carboxílicos a alcoholes;
EST49;Ésteres;–COOR;Propanoato de etilo;C5H10O2;102.13;99.20;0.00;0.89;0.00;26.00;0.00;0.00;"	
1- Propanol. 2.2 - dimetil- . sal de potasio (1: 1)";C5H11KO;0.00;0.00;ácido clorhídrico;HCL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Tolueno";C7H8;rofurano tetrahidro;C4H8O;"	
Agua";H2O;0.00;2.2-dimetil-1-propanolato de potasio / Ácido clorhídrico;Básico;Pentanenitril . 3- oxo- (9CI. ACI);C5H7NO;97.12;104.50;0.00;0.96;0.06;10.37;0.10;0.00;Condensación;Acilación de cetonas y nitrilos mediante ésteres carboxílicos/derivados de dicarbonato;
EST28;Ésteres;–COOR;Etanoato de bencilo;C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;"	
1.1′ - Carbonildiimidazol";C7H6N4O;"	
diisopropilamida de litio";LiN(CH(CH3)2)2)2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;0.00;0.00;0.00;0.00;0.00;Diisopropilamida de litio (LDA) / Carbonildiimidazol;Básico;3-oxobutanoato de bencilo-3^13C;C11H12O3;193.20;0.00;0.00;1.12;0.06;0.00;0.00;0.00;Condensación;Acilación en un carbono que contiene un hidrógeno activo;
EST51;Ésteres;–COOR;Butanoato de metilo;C3H10O2;102.13;102.80;0.00;0.90;0.00;7.00;0.00;0.00;"	
Butilo";C4H9 -  ;ácido clorhídrico;HCL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;rofurano tetrahidro;C4H8O;0.00;0.00;"	
acetonitrilo";CH3CN;0.00;Ácido clorhídrico;Ácido;2H- Pirazolo [3. 4-b] piridina- 5- carboni trilo. 4- (2- clorofenil ) - 4. 7- dihidro- 7- metil- 6- propil;C17H17CLN4;312.80;465.60;45.00;1.31;0.10;13.48;0.70;0.00;Condensación;Reacción de condensación entre compuestos con hidrógeno activo y aldehídos o cetonas / Reacción de Knoevenagel;
EST17;Ésteres;–COOR;Antranilato de metilo;C8H9NO2;151.16;256.00;0.00;1.17;0.00;2.23;0.00;0.00;"	
carbonato de cesio";K2CO3;0.00;0.00;0.00;0.00;diacetato de paladio;C4H6O4Pd;Diciclohexil [3.6 - dimetoxi - 2′. 4′. 6′- tris (1- metiletil ) [1.1′ - bifenil] -2 - il] fosfjna;C35H53O2P;0.00;0.00;0.00;0.00;1.4 - dioxano;C4H8O2;0.00;0.00;0.00;0.00;100.00;Carbonato de cesio / Diacetato de paladio;Básico;N-(4-cloro-2-metoxifenil)antranilato de metilo;C15H14ClNO3;291.73;396.11;42.00;1.27;0.06;-1.83;0.50;0.00;Sustitución;Sustitución nucleofílica aromática;
EST35;Ésteres;–COOR;Butanoato de etilo;C6​H12​O2​;116.16;120.50;0.00;0.88;0.00;7.00;0.00;0.00;"	
diisopropilamida de litio";C6H14LiN;"	
Cloruro amónico";NH4CL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;rofurano tetrahidro;C4H8O;Agua;H2O;0.00;0.00;-78.00;Diisopropilamida de litio (LDA) / Cloruro amónico;Básico;Ácido hexanoico. éster etílico 2- etil -5- metil- 3- oxo- (ACI);C11H203;200.28;235.11;8.00;0.95;0.06;11.75;0.46;0.00;Condensación;"Síntesis de N-acilaminoácidosC-alquilación de cetonas. aldehídos. nitrilos y ésteres carboxílicos
Acilación en un carbono que contiene un hidrógeno activo";
EST37;Ésteres;–COOR;Antranilato de metilo;C8H9NO2;151.16;256.00;0.00;1.17;0.00;2.23;0.00;0.00;"	
fenilsilano";C6H8Si;Carbonato de potasio;K2CO3;0.00;0.00;dicloruro de dibutilestaño;C8H18Cl2Sn;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;"	
Acetona";C3H6O;0.00;0.00;0.00;Carbonato de potasio / Dicloruro de dibutilestaño;Básico;Ácido benzoico. 2- [( 2- cloroacetil ) [( 4- metoxifenil ) metil] amino] - . éster metílico (ACI);C18H18CLNO4;347.79;516.18;50.00;1.27;0.06;1.51;0.50;0.00;Condensación;Alquilación reductiva de amoníaco o aminas;
EST19;Ésteres;–COOR;Propanoato de etilo;C5H10O2;102.13;99.20;0.00;0.89;0.00;26.00;0.00;0.00;"	
Hidracina";N2H4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Etanol";CH3CH2OH;0.00;0.00;0.00;0.00;0.00;Hidrazina;Básico;Propanohidrazida;C3H8N2O;88.11;243.30;9.00;1.01;0.06;13.46;0.18;0.00;Condensación;Reacción de un éster con hidrazina;
EST34;Ésteres;–COOR;Etanoato de octilo;C10H20O2;172.26;121.50;0.00;1.18;0.00;9.90;0.00;0.00;"	
Hidrato de hidrazina (1: 1)";N2H4H2O;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;210.00;Hidrato de hidrazina;Básico;Ácido acético. 2- acetilhidrazida (9CI. ACI);C4H4N2O2;116.12;349.89;11.00;1.09;0.06;10.90;0.00;0.00;Condensación;Acilación de nucleófilos de nitrógeno con ésteres carboxílicos y análogos;
EST24;Ésteres;–COOR;Etanoato de octilo;C10H20O2;172.26;121.50;0.00;1.18;0.00;9.90;0.00;2100.00;"	
Hidrógeno";H2;0.00;0.00;0.00;0.00;Ácido [2.2′ - bipiridina ] -5.5′ - dicarboxílico;C12H8N2O4;Aluminio;Al;Paladio;Pd;1.1.1 - trifluorometanosulfonato de sililo;C4H9F3SSi;1.2 - dicloroetano;C2H4CL2;0.00;0.00;0.00;0.00;200.00;Paladio sobre Hidrógeno / Triflato de sililo;Ácido;Octano;C8H18;114.23;125.67;0.00;0.70;0.00;7.00;0.00;0.00;Óxido-Reducción;desoxigenación del éster a un alcano lineal;
EST54;Ésteres;–COOR;Etanoato de octilo;C10H20O2;172.26;121.50;0.00;0.00;0.00;7.00;0.00;0.00;"	
Hidrógeno";H2;0.00;0.00;0.00;0.00;"	
Paladio";Pd;Ácido metanosulfónico . 1.1.1 - trifluoro- . sal de hafnio ( 4+ ) (4: 1);C4F12HfO12S4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Triflato de hafnio / Ácido metanosulfónico / Hidrógeno;Ácido;Octano (8CI. 9CI. ACI);C8H18;114.23;125.67;0.00;0.70;0.00;7.00;0.00;0.00;Óxido-Reducción;"Desalcoxilación de acetales. ortoésteres y éteres
Ruptura reductiva de ésteres carboxílicos";
EST59;Ésteres;–COOR;Propanoato de etilo;C5H10O2;102.13;99.20;0.00;0.89;0.00;7.00;0.00;0.00;"	
hidróxido de sodio";NaOH;carboxilesterasa;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Agua";H2O;0.00;0.00;0.00;0.00;0.00;Carboxilesterasa / Hidróxido de sodio;Neutro;Ácido propanoico (9CI. ACI);C3H6O2;74.08;141.10;0.00;0.99;0.00;4.86;0.00;164000.00;Sustitución;Hidrólisis o hidrogenólisis de ésteres o tioésteres carboxílicos;
EST11;Ésteres;–COOR;Butanoato de metilo;C3H10O2;102.13;102.80;0.00;0.90;0.00;0.00;0.00;0.00;"	
hidruro de sodio";NaH;0.00;0.00;(T B- 5- 12) - Dicloro [2- [( dimetil lamino- κnorte) metil] fenil- κdo] fenilestaño;C15H17CL2NSn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Xileno;C8H10;0.00;0.00;0.00;0.00;100.00;Hidruro de sodio;Básico;Butanoato de bencilo;C11H14O2;178.23;144.50;0.00;1.02;0.00;7.00;0.00;0.00;Sustitución;Transesterificación;
EST29;Ésteres;–COOR;Propanoato de etilo;C5H10O2;102.13;99.20;0.00;0.89;0.00;26.00;0.00;3000.00;"	
hidruro de sodio";NaH;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;rofurano tetrahidro;C4H8O;0.00;0.00;0.00;0.00;0.00;Hidruro de sodio;Básico;3-(3.5-diclorofenil)-2-metil-3-oxopropanoato de etilo;C11H12Cl2O3;275.13;361.16;37.00;1.28;0.06;11.06;0.50;0.00;Condensación;Acilación de ésteres carboxílicos mediante condensaciones de Claisen y Dieckmann;
EST30;Ésteres;–COOR;Metanoato de etilo;C3H6O2;74.08;54.50;0.00;0.92;0.00;4.80;0.00;214.00;"	
hidruro de sodio";NaH;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Tetrahidrofurano ;C4H8O;0.00;0.00;0.00;0.00;0.00;Hidruro de sodio;Básico;9H-fluoreno-9-carbaldehído;C14H10O;194.23;170.50;0.00;1.25;0.06;-1.62;0.00;0.00;Condensación;Acilación en un carbono que contiene un hidrógeno activo;
EST60;Ésteres;–COOR;Metanoato de etilo;C3H6O2;74.08;54.50;0.00;0.92;0.00;7.00;0.00;0.00;"	
hidruro de sodio";NaH;0.00;0.00;0.00;0.00;"	
18- Corona- 6";C12H24O6;0.00;0.00;0.00;;0.00;0.00;Tolueno;C7H8;0.00;0.00;0.00;0.00;0.00;Hidruro de sodio / 18-Corona-6;Básico;3- Ácido piridinacético . α- (hidroximetilen ) -6- (trifluorometil ) - . éster etílico (9CI. ACI);C11H10F3NO3;261.20;329.35;42.00;1.34;0.06;3.12;0.50;0.00;Condensación;Acilación en un carbono que contiene un hidrógeno activo;
EST53;Ésteres;–COOR;Etanoato de pentilo;C7H14O2;130.19;149.20;0.00;0.88;0.00;7.00;0.00;0.00;"	
lamina de trietilo";C12H20O7;"	
ácido clorhídrico";HCL;0.00;0.00;"	
tetracloruro de titanio";TiCl4;0.00;0.00;0.00;0.00;0.00;0.00;Diclorometano;CH2Cl2;Agua;H2O;0.00;0.00;0.00;Tetracloruro de titanio / Ácido clorhídrico / Trietilamina;Ácido;2- Ácido propenoico. 3- (4- metoxifenil ) - . éster pentílico (9CI. ACI);C15H20O3;248.32;368.42;17.00;1.03;0.06;7.00;0.00;0.00;Condensación;Reacción de condensación entre compuestos con hidrógeno activo y aldehídos o cetonas / Reacción de Knoevenagel;
EST52;Ésteres;–COOR;Etanoato de etilo;C4H8O2;88.11;77.00;0.00;0.90;0.00;26.00;0.00;3000.00;"	
lamina de trietilo";C12H20O7;"	
diisopropilamida de litio";LiN(CH(CH3)2)2)2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;0.00;0.00;0.00;0.00;0.00;Diisopropilamida de litio (LDA) / Cloroformiato de isobutilo;Básico;Ácido ciclohexano epropanoico. 2- metil- β- oxo- . éster etílico ;C12H20O3;212.29;285.49;13.00;1.01;0.06;10.52;0.40;0.00;Condensación;Acilación en un carbono que contiene un hidrógeno activo;
EST13;Ésteres;–COOR;Etanoato de pentilo;C7H14O2;130.19;149.20;0.00;0.88;0.00;7.00;0.00;0.00;"	
Lamina dietética";C7H14O2;0.00;0.00;0.00;0.00;"	
bromuro de litio";LiBr;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Bromuro de litio;Neutro;Etanoato de butilo;C6H12O2;116.16;126.10;0.00;0.88;0.00;7.00;0.00;43000.00;Sustitución;Transesterificación;
EST48;Ésteres;–COOR;Etanoato de bencilo;C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;"	
norte.norte.norte′.norte′ - Tetrametiletilenodiamina";C6H16N2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
acetona itril";C2H3N;0.00;0.00;0.00;0.00;0.00;Tetrametiletilenodiamina (TMEDA);Básico;Ácido acético. éster fenilmetílico (9CI. ACI);C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;Sustitución;O-Alquilación de sales de ácidos carboxílicos;
EST20;Ésteres;–COOR;Metanoato de etilo;C3H6O2;74.08;54.50;0.00;0.92;0.00;4.80;0.00;0.00;"	
Potasioterciario- butóxido";CH3MgBr;"	
formiato de etilo";C3H6O2;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Ácido cítrico;C6H8O7;rofurano tetrahidro;C4H8O;"	
rofurano tetrahidro";C4H8O;"	
Agua";H2O;0.00;Ter-butóxido de potasio / Bromuro de metilmagnesio;Básico;4-oxo-1.4-dioxaespiro[4.5]decano-3-carbaldehído;C9H12O4;184.19;330.00;42.00;1.24;0.00;6.73;0.20;0.00;Condensación;Condensación compleja;
EST42;Ésteres;–COOR;Etanoato de etilo;C4H8O2;88.11;77.00;0.00;0.90;0.00;26.00;0.00;0.00;"	
Triclorocerio";CeCl3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;0.00;0.00;0.00;0.00;0.00;Triclorocerio / Hidruro de sodio;Básico;2- Ciclohexeno - 1- ácido acético. 1- hidroxi- . éster etílico (8CI. 9CI. ACI);C10H16O3;184.23;265.94;23.00;1.09;0.06;13.92;0.20;0.00;Condensación;Reacción de condensación entre compuestos con hidrógeno activo y aldehídos o cetonas / Reacción de Knoevenagel;
EST47;Ésteres;–COOR;Antranilato de metilo;C8H9NO2;151.16;256.00;0.00;1.17;0.00;2.23;0.00;0.00;"	
Triclorofósforo";PCl3;"	
bicarbonato de sodio";NaHCO3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;Agua;H2O;0.00;0.00;0.00;Triclorofósforo ($PCl_3$) / Bicarbonato de sodio;Ácido;Ácido benzoico. 2- [[ 2- [[[ 4- (acetil amino) fenil] sulfonil] amino] acetil] amino] - . éster metílico (ACI);C18H19N3O6S;405.43;1.41;0.06;0.00;0.00;9.58;0.10;0.00;Condensación;Acilación de nucleófilos de nitrógeno por ácidos carboxílicos;
EST56;Ésteres;–COOR;Salicilato de metilo;C8H802;152.15;222.00;0.00;1.18;0.00;9.90;0.00;0.00;"	
Trifenilfosfina";C18H15P;Boxilato de diisopropil azodicar;C8H14N2O4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Tolueno";C7H8;0.00;0.00;0.00;0.00;0.00;Trifenilfosfina / Azodicarboxilato de diisopropilo (Mitsunobu);Neutro ;3- Ácido oxazolidincarboxílico . 4- [[ 2- (metoxic arbonil) fenoxi] metil] - 2. 2- dimetil- . 1. 1- éster dimetílico . ( 4R) - (ACI);C19H27NO6;220.18;458.74;35.00;1.13;0.06;-2.45;0.60;0.00;Sustitución;Conversión de alcoholes a éter / Eterificación de Mitsunobu;
EST41;Ésteres;–COOR;Butanoato de metilo;C3H10O2;102.13;102.80;0.00;0.90;0.00;7.00;0.00;0.00;"	
uminato uterino de tetrade litio";LiAlH4;"	
ácido clorhídrico";HCL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;rofurano tetrahidro;C4H8O;Agua;H2O;0.00;0.00;0.00;Deuterohidruro de litio y aluminio / Ácido clorhídrico;Básico;1- Butano-1.1-d2 -ol (9CI);C4H8D2O;76.13;115.00;0.00;0.82;0.00;15.24;0.10;0.00;Óxido-Reducción;"
Reducción de ésteres carboxílicos a alcoholes";
EST55;Ésteres;–COOR;Butanoato de etilo;C6​H12​O2​;116.16;120.50;0.00;0.88;0.00;9.90;0.00;0.00;"	
uminato uterino de tetrade litio";LiAlH4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;éter dietílico;C4H10O;0.00;0.00;0.00;0.00;0.00;Deuterohidruro de litio y aluminio;Básico;1- Butano-1.1-d2 -ol (9CI);C4H8D2O;76.13;115.00;0.00;0.82;0.00;15.24;0.00;0.00;Óxido-Reducción;Reducción de ésteres carboxílicos a alcoholes;
EST09;Ésteres;–COOR;Propanoato de etilo;C5H10O2;102.13;99.20;0.00;0.89;0.00;7.00;0.00;0.00;1- Propanol. 2.2 - dimetil- . sal de potasio (1: 1);C5H11OK;0.00;0.00;"	
ácido clorhídrico";HCL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Tolueno";C7H8;rofurano tetrahidro;C4H8O;"	
Agua";H2O;0.00;2.2-dimetil-1-propanolato de potasio / Ácido clorhídrico;Básico;alpha-propionilfenilacetonitrilo ;C11H11NO;173.21;253.86;20.00;1.06;0.06;10.18;0.10;0.00;Condensación;Ataque nucleofílico Y Formacion de nitrilo;
EST58;Ésteres;–COOR;Etanoato de bencilo;C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;1.1′ - Carbonildiimidazol;C7H6N4O;"	
diisopropilamida de litio";LiN(CH(CH3)2)2)2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;0.00;0.00;0.00;0.00;0.00;Diisopropilamida de litio (LDA) / Carbonildiimidazol;Básico;Butanoico-3- 13doácido. 3- oxo- . éster metílico de fenilo (9CI);C11H12O3;193.20;0.00;0.00;1.12;0.06;7.00;0.00;0.00;Condensación;Acilación en un carbono que contiene un hidrógeno activo;
EST03;Ésteres;–COOR;Etanoato de pentilo;C7H14O2;130.19;149.20;0.00;0.88;0.00;7.00;0.00;0.00;Acetato de amilo ;C7H14O2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;120.00;Acetato de amilo;Neutro;3-oxobutanoato de pentilo;C9H16O3;186.16;332.05;35.00;1.23;0.10;7.00;0.00;0.00;Condensación;Condensación de Claisen;
EST21;Ésteres;–COOR;Butanoato de metilo;C3H10O2;102.13;102.80;0.00;0.90;0.00;12.00;0.00;0.00;alcohol bencílico;C7H8O;butirato de metilo;C5H10O2;0.00;0.00;"	
hidruro de sodio";NaH;(T B- 5- 12) - Dicloro [2- [( dimetil lamino- κnorte) metil] fenil- κdo] fenilestaño;C15H19Cl2NSn;0.00;0.00;0.00;0.00;Xileno;C8H10;0.00;0.00;0.00;0.00;100.00;Hidruro de sodio;Básico;Butanoato de bencilo;C11H14O2;178.23;144.50;0.00;1.02;0.00;7.00;0.00;0.00;Sustitución;Transesterificación catalizada por base para dar butanoato de bencilo;
EST36;Ésteres;–COOR;Salicilato de metilo;C8H802;152.15;222.00;0.00;1.18;0.00;9.90;0.00;2100.00;"Aluminio
Yodo";AlI3;ácido clorhídrico;HCL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
acetona itril";C2H3N;Agua;H2O;0.00;0.00;80.00;Aluminio / Yodo / Ácido clorhídrico;Ácido;Ácido benzoico. 2- hidroxi- (9CI. ACI);C7H5O3;138.12;211.00;0.00;1.44;0.00;3.00;0.00;0.00;Sustitución;Hidrólisis o hidrogenólisis de ésteres o tioésteres carboxílicos;
EST06;Ésteres;–COOR;Salicilato de metilo;C8H802;152.15;222.00;0.00;1.18;0.00;9.90;0.00;2100.00;Trifenilfosfina;K2CO3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Dimetilformamida;C3H7NO;0.00;0.00;0.00;0.00;70.00;Carbonato de potasio;Básico;2-[(2-metilalil)oxi]benzoato de metilo;C12H14O3;206.24;120.50;0.00;1.05;0.06;7.00;0.00;0.00;Sustitución;sustitución nucleofílica alifática;
EST16;Ésteres;–COOR;Salicilato de metilo;C8H802;152.15;222.00;0.00;1.18;0.00;9.90;0.00;2100.00;Trifenilfosfina;K2CO3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Dimetilformamida";C3H7NO;0.00;0.00;0.00;0.00;70.00;Carbonato de potasio;Básico;Salicilato de metilo 2-metilalil éter;C12H14O3;206.24;120.50;0.00;1.05;0.06;7.00;0.00;0.00;Sustitución;Alquilación nucleofílica;
EST27;Ésteres;–COOR;Antranilato de metilo;C8H9NO2;151.16;256.00;0.00;1.17;0.00;2.23;0.00;0.00;cloruro de oxalilo;C2Cl2O2;"	
Piridina";C5H5N;0.00;0.00;Dimetilformamida;C3H7NO;"	
4- (Dimetil lamino) piridina";C7H10N2;0.00;0.00;0.00;0.00;"	
Diclorometano";CH2Cl2;0.00;0.00;0.00;0.00;0.00;Cloruro de oxalilo / Piridina;Ácido ;2-(2-yodobenzamido)benzoato de metilo;C15H12INO3;381.17;392.70;27.00;1.67;0.06;12.26;0.70;0.00;Condensación;Acilación de nucleófilos de nitrógeno por ácidos carboxílicos;
EST22;Ésteres;–COOR;Etanoato de etilo;C4H8O2;88.11;77.00;0.00;0.90;0.00;26.00;0.00;3000.00;diisopropilamida de litio;C6H14LiN;"	
Cloruro amónico";NH4CL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;Agua;H2O;0.00;0.00;-78.00;Diisopropilamida de litio (LDA) / Cloruro amónico;Básico;2-acetilbutanonitrilo.;C6H9NO;111.14;55.00;0.00;0.96;0.00;11.37;0.10;0.00;Condensación;condensación clásica;
EST39;Ésteres;–COOR;Propanoato de etilo;C5H10O2;102.13;99.20;0.00;0.89;0.00;26.00;0.00;0.00;diisopropilamida de litio;C6H14LiN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;rofurano tetrahidro;C4H8O;0.00;0.00;0.00;0.00;0.00;Diisopropilamida de litio (LDA);Básico;Ácido propanoico. 3- (butiltio) -2 - metil- 3- oxo- . éster etílico (9CI. ACI);C10H18O3S;218.31;282.57;23.00;1.05;0.06;11.31;0.46;0.00;Condensación;C-alquilación de cetonas. aldehídos. nitrilos y ésteres carboxílicos;
